ダウンロードした時刻：2024/11/27 12:09:34

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京
年月日,最高気温(℃),最低気温(℃),降水量の合計(mm),降水量の合計(mm),降雪量合計(cm),降雪量合計(cm),最深積雪(cm),最深積雪(cm),日照時間(時間),日照時間(時間),平均風速(m/s),天気概況(昼：06時～18時),天気概況(夜：18時～翌日06時)
,,,,,,,,,,,,,
,,,,現象なし情報,,現象なし情報,,現象なし情報,,現象なし情報,,,
2021/11/30,16.1,3.8,6.0,0,0,1,0,1,7.6,0,2.1,晴後一時曇,大雨
2021/12/1,20.3,9.7,54.5,0,0,1,0,1,5.6,0,3.6,晴一時雨,晴
2021/12/2,13.8,6.1,0.0,0,0,1,0,1,8.9,0,2.6,快晴,晴時々曇一時雨
2021/12/3,16.1,4.6,0,1,0,1,0,1,8.9,0,2.1,快晴,快晴
2021/12/4,14.9,5.1,0,1,0,1,0,1,8.8,0,1.6,快晴,快晴
2021/12/5,11.9,5.4,0,1,0,1,0,1,7.1,0,2.6,晴後曇,曇
2021/12/6,10.8,6.6,0.0,0,0,1,0,1,0.0,0,2.4,曇,曇
2021/12/7,14.9,9.5,9.5,0,0,1,0,1,0.0,0,2.4,曇,雨
2021/12/8,10.6,8.3,36.5,0,0,1,0,1,0.0,0,3.6,雨,雨一時曇
2021/12/9,14.2,8.2,0.0,0,0,1,0,1,7.0,0,2.8,晴時々曇,曇一時晴
2021/12/10,12.5,6.3,0,1,0,1,0,1,4.8,0,2.0,薄曇,晴一時薄曇
2021/12/11,15.4,4.1,0,1,0,1,0,1,8.9,0,1.5,快晴,晴後曇
2021/12/12,16.7,7.9,0,1,0,1,0,1,6.5,0,1.7,曇後晴,晴
2021/12/13,13.0,5.8,0,1,0,1,0,1,8.9,0,3.7,快晴,快晴
2021/12/14,6.4,3.6,5.5,0,0,1,0,1,0.8,0,2.1,曇時々雨,曇後晴
2021/12/15,14.3,2.6,0,1,0,1,0,1,8.9,0,1.2,快晴,快晴
2021/12/16,14.7,4.2,0,1,0,1,0,1,8.0,0,1.7,薄曇時々晴,曇一時晴後時々雨
2021/12/17,11.9,4.9,6.0,0,0,1,0,1,0.4,0,2.8,曇時々雨,晴
2021/12/18,8.5,1.7,0,1,0,1,0,1,8.9,0,4.1,快晴,快晴
2021/12/19,10.0,-0.7,0,1,0,1,0,1,8.9,0,1.4,快晴,快晴
2021/12/20,11.9,0.8,0,1,0,1,0,1,9.0,0,2.0,晴,晴一時曇
2021/12/21,15.2,2.0,0,1,0,1,0,1,9.0,0,1.6,快晴,快晴
2021/12/22,13.5,5.0,0,1,0,1,0,1,7.4,0,3.5,晴後曇,晴
2021/12/23,13.2,5.0,0,1,0,1,0,1,8.4,0,3.5,快晴,晴
2021/12/24,13.2,3.6,0.5,0,0,1,0,1,8.8,0,1.8,晴時々薄曇,雨時々曇一時晴
2021/12/25,14.1,4.7,3.5,0,0,1,0,1,4.5,0,2.2,晴一時雨後時々曇,曇後一時雪
2021/12/26,7.6,-0.2,0.0,0,0,1,0,1,7.8,0,3.9,晴,快晴
2021/12/27,8.1,-2.2,0,1,0,1,0,1,8.5,0,2.0,快晴,快晴
2021/12/28,9.5,-1.6,0,1,0,1,0,1,8.8,0,2.4,快晴,晴後曇
2021/12/29,8.9,0.9,0,1,0,1,0,1,7.8,0,1.6,晴時々薄曇,晴一時曇
2021/12/30,14.5,0.6,0.0,0,0,1,0,1,7.5,0,2.0,晴一時曇,晴
2021/12/31,6.0,0.1,0,1,0,1,0,1,3.7,0,3.0,晴時々曇,快晴
